Ivory	Dynasty	Event		A Time for Action
Ivory	Dynasty	Event		Alliance
Ivory	Dynasty	Event		Glimpse of the Unicorn
Ivory	Dynasty	Event		Military Alliance
Ivory	Dynasty	Event		Political Standoff
Ivory	Dynasty	Event		Severed from the Emperor
Ivory	Dynasty	Event		Wisdom Gained
Ivory	Dynasty	Holding		Akodo Dojo
Ivory	Dynasty	Holding		Ashigaru Fort
Ivory	Dynasty	Holding		Brilliant Cascade Inn
Ivory	Dynasty	Holding		Carrion's Breath
Ivory	Dynasty	Holding		Clear Water Village
Ivory	Dynasty	Holding		Collapsing Bridge
Ivory	Dynasty	Holding		Copper Mine
Ivory	Dynasty	Holding		Counting House
Ivory	Dynasty	Holding		Deeds and Words
Ivory	Dynasty	Holding		Deep Harbor
Ivory	Dynasty	Holding		Family Library
Ivory	Dynasty	Holding		Famous Bazaar
Ivory	Dynasty	Holding		Farmer's Market
Ivory	Dynasty	Holding		Frontline Encampment
Ivory	Dynasty	Holding		Geisha House
Ivory	Dynasty	Holding		Gold Mine
Ivory	Dynasty	Holding		Haiku School
Ivory	Dynasty	Holding		Heavy Infantry Dojo
Ivory	Dynasty	Holding		Hida Advisor
Ivory	Dynasty	Holding		House of Exotic Goods
Ivory	Dynasty	Holding		House of the Red Lotus
Ivory	Dynasty	Holding		Humble House
Ivory	Dynasty	Holding		Imperial Dojo
Ivory	Dynasty	Holding		Iron Mine
Ivory	Dynasty	Holding		Jade Works
Ivory	Dynasty	Holding		Jiramu's Court
Ivory	Dynasty	Holding		Kabuki Theater Troupe
Ivory	Dynasty	Holding		Kaeru Contractor
Ivory	Dynasty	Holding		Kobune Port
Ivory	Dynasty	Holding		Marketplace
Ivory	Dynasty	Holding		Merchant Atoll
Ivory	Dynasty	Holding		Poorly Placed Garden
Ivory	Dynasty	Holding		Rice Paddy
Ivory	Dynasty	Holding		Roaming Caravan
Ivory	Dynasty	Holding		School of Wizardry
Ivory	Dynasty	Holding		Secluded Outpost
Ivory	Dynasty	Holding		Secluded Shrine
Ivory	Dynasty	Holding		Shinomen Marsh
Ivory	Dynasty	Holding		Shrine to Hachiman
Ivory	Dynasty	Holding		Silver Mine
Ivory	Dynasty	Holding		Slanderer
Ivory	Dynasty	Holding		Small-Time Bully
Ivory	Dynasty	Holding		Stables
Ivory	Dynasty	Holding		Tea House
Ivory	Dynasty	Holding		Temple of Harmony
Ivory	Dynasty	Holding		Temple to the Elements
Ivory	Dynasty	Holding		Vast Paddy Fields
Ivory	Dynasty	Holding		Vengeful Populace
Ivory	Dynasty	Holding		Wandering Caravan
Ivory	Dynasty	Holding		Yasuki Trader
Ivory	Dynasty	Personality	Crab	Hida Ayahi
Ivory	Dynasty	Personality	Crab	Hida Kisada, the Little Bear - exp
Ivory	Dynasty	Personality	Crab	Hida Reigoro
Ivory	Dynasty	Personality	Crab	Hida Saiyuki
Ivory	Dynasty	Personality	Crab	Hida Toranosuke
Ivory	Dynasty	Personality	Crab	Hiruma Fujito
Ivory	Dynasty	Personality	Crab	Hiruma Itta
Ivory	Dynasty	Personality	Crab	Hiruma Moritoki
Ivory	Dynasty	Personality	Crab	Hiruma Tsurao
Ivory	Dynasty	Personality	Crab	Kaiu Nakagawa
Ivory	Dynasty	Personality	Crab	Kuni Tomokazu
Ivory	Dynasty	Personality	Crab	Yasuki Makoto
Ivory	Dynasty	Personality	Crab	Yasuki Tono
Ivory	Dynasty	Personality	Crane	Asahina Umeko
Ivory	Dynasty	Personality	Crane	Daidoji Kinta
Ivory	Dynasty	Personality	Crane	Daidoji Tametaka
Ivory	Dynasty	Personality	Crane	Daidoji Tanshi
Ivory	Dynasty	Personality	Crane	Daidoji Ujirou
Ivory	Dynasty	Personality	Crane	Doji Dainagon
Ivory	Dynasty	Personality	Crane	Doji Etsuki
Ivory	Dynasty	Personality	Crane	Doji Katata
Ivory	Dynasty	Personality	Crane	Doji Makoto, the Smiling Blade - exp
Ivory	Dynasty	Personality	Crane	Doji Shirarou
Ivory	Dynasty	Personality	Crane	Doji Soeka
Ivory	Dynasty	Personality	Crane	Kakita Amiki
Ivory	Dynasty	Personality	Crane	Kakita Ibara
Ivory	Dynasty	Personality	Dragon	Mirumoto Higaru
Ivory	Dynasty	Personality	Dragon	Mirumoto Hikuryo
Ivory	Dynasty	Personality	Dragon	Mirumoto Niwa
Ivory	Dynasty	Personality	Dragon	Mirumoto Nokkai
Ivory	Dynasty	Personality	Dragon	Mirumoto Shikei, the Laughing Dragon - exp
Ivory	Dynasty	Personality	Dragon	Mirumoto Tsukazu
Ivory	Dynasty	Personality	Dragon	Mirumoto Yasushi
Ivory	Dynasty	Personality	Dragon	Tamori Katsumi
Ivory	Dynasty	Personality	Dragon	Tamori Seiken
Ivory	Dynasty	Personality	Dragon	Tamori Shaisen
Ivory	Dynasty	Personality	Dragon	Togashi Ango
Ivory	Dynasty	Personality	Dragon	Togashi Korimi
Ivory	Dynasty	Personality	Dragon	Togashi Ogure
Ivory	Dynasty	Personality	Lion	Akodo Dairuko, the Steel Lion - exp2
Ivory	Dynasty	Personality	Lion	Akodo Kenaro
Ivory	Dynasty	Personality	Lion	Asako Sadaki
Ivory	Dynasty	Personality	Lion	Ikoma Ichimoko
Ivory	Dynasty	Personality	Lion	Ikoma Shika
Ivory	Dynasty	Personality	Lion	Ikoma Yoshimoko
Ivory	Dynasty	Personality	Lion	Kitsu Miro
Ivory	Dynasty	Personality	Lion	Kitsu Suki
Ivory	Dynasty	Personality	Lion	Matsu Agai
Ivory	Dynasty	Personality	Lion	Matsu Choiko
Ivory	Dynasty	Personality	Lion	Matsu Misato
Ivory	Dynasty	Personality	Lion	Matsu Morito
Ivory	Dynasty	Personality	Lion	Matsu Rutaro
Ivory	Dynasty	Personality	Lion	Matsu Tayuko
Ivory	Dynasty	Personality	Mantis	Kitsune Kohaki
Ivory	Dynasty	Personality	Mantis	Kitsune Parumba
Ivory	Dynasty	Personality	Mantis	Moshi Madohime
Ivory	Dynasty	Personality	Mantis	Sasada
Ivory	Dynasty	Personality	Mantis	Tsuruchi Gosho
Ivory	Dynasty	Personality	Mantis	Tsuruchi Kaito
Ivory	Dynasty	Personality	Mantis	Tsuruchi Natsuki
Ivory	Dynasty	Personality	Mantis	Tsuruchi Rin
Ivory	Dynasty	Personality	Mantis	Yoritomo Hiromi, the Growing Storm - exp2
Ivory	Dynasty	Personality	Mantis	Yoritomo Ichido
Ivory	Dynasty	Personality	Mantis	Yoritomo Matsuo
Ivory	Dynasty	Personality	Mantis	Yoritomo Takuya
Ivory	Dynasty	Personality	Mantis	Yoritomo Teihiko
Ivory	Dynasty	Personality	Phoenix	Agasha Kyokuta
Ivory	Dynasty	Personality	Phoenix	Isawa Amihiko
Ivory	Dynasty	Personality	Phoenix	Isawa Hibana
Ivory	Dynasty	Personality	Phoenix	Isawa Kamiko
Ivory	Dynasty	Personality	Phoenix	Isawa Kosea
Ivory	Dynasty	Personality	Phoenix	Isawa Kouka
Ivory	Dynasty	Personality	Phoenix	Isawa Shunryu, the Infinite Eye
Ivory	Dynasty	Personality	Phoenix	Isawa Uzuyumi
Ivory	Dynasty	Personality	Phoenix	Shiba Eraki
Ivory	Dynasty	Personality	Phoenix	Shiba Michiki
Ivory	Dynasty	Personality	Phoenix	Shiba Myoushi
Ivory	Dynasty	Personality	Phoenix	Shiba Tsukimi, the Blind Phoenix - exp5
Ivory	Dynasty	Personality	Scorpion	Bayushi Akane
Ivory	Dynasty	Personality	Scorpion	Bayushi Dakatsu
Ivory	Dynasty	Personality	Scorpion	Bayushi Masashi
Ivory	Dynasty	Personality	Scorpion	Bayushi Meiko
Ivory	Dynasty	Personality	Scorpion	Bayushi Nitoshi, the Poison Mask - exp2
Ivory	Dynasty	Personality	Scorpion	Bayushi Shizuka
Ivory	Dynasty	Personality	Scorpion	Bayushi Toshimo
Ivory	Dynasty	Personality	Scorpion	Shosuro Hotaka
Ivory	Dynasty	Personality	Scorpion	Shosuro Keiichi
Ivory	Dynasty	Personality	Scorpion	Shosuro Rokujo
Ivory	Dynasty	Personality	Scorpion	Shosuro Tagiso
Ivory	Dynasty	Personality	Scorpion	Shosuro Tosaku
Ivory	Dynasty	Personality	Scorpion	Yogo Honami
Ivory	Dynasty	Personality	Spider	Daigotsu Geiko
Ivory	Dynasty	Personality	Spider	Daigotsu Kanpeki, the Shadow Emperor - exp3
Ivory	Dynasty	Personality	Spider	Daigotsu Konishi
Ivory	Dynasty	Personality	Spider	Daigotsu Meguro
Ivory	Dynasty	Personality	Spider	Daigotsu Onosaka
Ivory	Dynasty	Personality	Spider	Daigotsu Roburo
Ivory	Dynasty	Personality	Spider	Hiyamako
Ivory	Dynasty	Personality	Spider	Ninube Shiho
Ivory	Dynasty	Personality	Spider	Sandayu
Ivory	Dynasty	Personality	Spider	Suikotsu
Ivory	Dynasty	Personality	Spider	Susumu Neya
Ivory	Dynasty	Personality	Spider	Susumu Yanada
Ivory	Dynasty	Personality	Spider	Tairao
Ivory	Dynasty	Personality	Unaligned	Dainiko
Ivory	Dynasty	Personality	Unaligned	Gekido no Oni
Ivory	Dynasty	Personality	Unaligned	Hatsu Suru no Oni
Ivory	Dynasty	Personality	Unaligned	Horobei
Ivory	Dynasty	Personality	Unaligned	Karyuudo
Ivory	Dynasty	Personality	Unaligned	Komori Taruko
Ivory	Dynasty	Personality	Unaligned	Minikui no Oni
Ivory	Dynasty	Personality	Unaligned	Myuken
Ivory	Dynasty	Personality	Unaligned	Noekam
Ivory	Dynasty	Personality	Unaligned	Ogre Bushi
Ivory	Dynasty	Personality	Unaligned	Otomo Demiyah
Ivory	Dynasty	Personality	Unaligned	Yotsu Shinzai
Ivory	Dynasty	Personality	Unicorn	Ide Kotono
Ivory	Dynasty	Personality	Unicorn	Ide Okinomi
Ivory	Dynasty	Personality	Unicorn	Iuchi Chiwa
Ivory	Dynasty	Personality	Unicorn	Iuchi Honma
Ivory	Dynasty	Personality	Unicorn	Moto Alagh
Ivory	Dynasty	Personality	Unicorn	Moto Chinua
Ivory	Dynasty	Personality	Unicorn	Moto Naleesh, the Living Goddess - exp
Ivory	Dynasty	Personality	Unicorn	Moto Okano
Ivory	Dynasty	Personality	Unicorn	Moto Ulagan
Ivory	Dynasty	Personality	Unicorn	Shinjo Okiau
Ivory	Dynasty	Personality	Unicorn	Shinjo Tobita
Ivory	Dynasty	Personality	Unicorn	Utaku Hyo-Yeon
Ivory	Dynasty	Personality	Unicorn	Utaku Izimi
Ivory	Fate	Follower		Ashigaru Spearmen
Ivory	Fate	Follower		Baraunghar Scouts
Ivory	Fate	Follower		Bounty Hunter
Ivory	Fate	Follower		Brothers of Jade
Ivory	Fate	Follower		Chagatai's Legion
Ivory	Fate	Follower		Court Attendants
Ivory	Fate	Follower		Expert Archers
Ivory	Fate	Follower		Firestorm Legion
Ivory	Fate	Follower		Heavy Cavalry
Ivory	Fate	Follower		Heavy Infantry
Ivory	Fate	Follower		Incendiary Archers
Ivory	Fate	Follower		Iweko Honor Guard
Ivory	Fate	Follower		Kikage Zumi Initiates
Ivory	Fate	Follower		Legion of Toshigoku
Ivory	Fate	Follower		Light Cavalry
Ivory	Fate	Follower		Light Infantry
Ivory	Fate	Follower		Medium Cavalry
Ivory	Fate	Follower		Medium Infantry
Ivory	Fate	Follower		Oriole Imperial Vanguard
Ivory	Fate	Follower		Plague Zombies
Ivory	Fate	Follower		Shield Wall
Ivory	Fate	Follower		Skeletal Troops
Ivory	Fate	Follower		Souls of the Fallen
Ivory	Fate	Follower		Sparrow Clan Aide
Ivory	Fate	Follower		Spearmen
Ivory	Fate	Follower		Spearmen Cavalry
Ivory	Fate	Follower		The Desiccated
Ivory	Fate	Follower		The White Guard
Ivory	Fate	Follower		Tsukai-sagasu
Ivory	Fate	Follower		Watch Commander
Ivory	Fate	Follower		Wyrm Riders
Ivory	Fate	Item		Akodo Kaiken
Ivory	Fate	Item		Ancestral Armor of the Crab Clan - exp
Ivory	Fate	Item		Ancestral Armor of the Crane Clan - exp
Ivory	Fate	Item		Ancestral Armor of the Dragon Clan - exp
Ivory	Fate	Item		Ancestral Armor of the Lion Clan - exp
Ivory	Fate	Item		Ancestral Armor of the Mantis Clan - exp
Ivory	Fate	Item		Ancestral Armor of the Phoenix Clan - exp
Ivory	Fate	Item		Ancestral Armor of the Scorpion Clan - exp
Ivory	Fate	Item		Ancestral Armor of the Spider Clan
Ivory	Fate	Item		Ancestral Armor of the Unicorn Clan - exp
Ivory	Fate	Item		Ashalan Blade
Ivory	Fate	Item		Blessed Sword
Ivory	Fate	Item		Do-Maru
Ivory	Fate	Item		Dotanuki
Ivory	Fate	Item		Exquisite Nagamaki of the Fox Clan
Ivory	Fate	Item		Gumbai-Uchiwa
Ivory	Fate	Item		Haramaki-do
Ivory	Fate	Item		Heavy Yari
Ivory	Fate	Item		Hellbeast
Ivory	Fate	Item		Light Yari
Ivory	Fate	Item		Naginata
Ivory	Fate	Item		Oriole Katana
Ivory	Fate	Item		Record of Failure
Ivory	Fate	Item		Regal Furisode
Ivory	Fate	Item		Reinforced Parangu
Ivory	Fate	Item		Sadamune Blade
Ivory	Fate	Item		Spiked Tetsubo
Ivory	Fate	Item		Storm-Forged Blade
Ivory	Fate	Item		Tsuruchi Longbow
Ivory	Fate	Item		Utaku's Destiny
Ivory	Fate	Ring		Ring of Air
Ivory	Fate	Ring		Ring of Earth
Ivory	Fate	Ring		Ring of Fire
Ivory	Fate	Ring		Ring of the Void
Ivory	Fate	Ring		Ring of Water
Ivory	Fate	Sensei		Akagi Sensei
Ivory	Fate	Sensei		Akikazu Sensei
Ivory	Fate	Sensei		Gidayu Sensei
Ivory	Fate	Sensei		Hojatsu Sensei
Ivory	Fate	Sensei		Jutsushi Sensei
Ivory	Fate	Sensei		Mahatsu Sensei
Ivory	Fate	Sensei		Rae Sensei
Ivory	Fate	Sensei		Satoru Sensei
Ivory	Fate	Sensei		Tetsuo Sensei
Ivory	Fate	Sensei		Todori Sensei
Ivory	Fate	Spell		Ancestral Aid
Ivory	Fate	Spell		Deafening Thunder
Ivory	Fate	Spell		Fire and Air
Ivory	Fate	Spell		Fueling the Flames
Ivory	Fate	Spell		In Awe of the Earth
Ivory	Fate	Spell		Overwhelming Power
Ivory	Fate	Spell		Secrets on the Wind
Ivory	Fate	Spell		Seeking the Way
Ivory	Fate	Spell		Servitors of Stone
Ivory	Fate	Spell		Shielded by Tempest
Ivory	Fate	Spell		Suitengu's Embrace
Ivory	Fate	Spell		Summon Undead Champion
Ivory	Fate	Spell		Touch of Death
Ivory	Fate	Spell		Touch the Emptiness
Ivory	Fate	Spell		Walking the Way
Ivory	Fate	Spell		Ward of Air
Ivory	Fate	Spell		Words of Consecration
Ivory	Fate	Strategy		A Champion's Strike
Ivory	Fate	Strategy		A Champion's Tactics
Ivory	Fate	Strategy		A Ready Soul
Ivory	Fate	Strategy		A Stout Heart
Ivory	Fate	Strategy		Advance Warning
Ivory	Fate	Strategy		Aligned with the Elements
Ivory	Fate	Strategy		Ambush
Ivory	Fate	Strategy		Ambush Pits
Ivory	Fate	Strategy		Army Like a Tide
Ivory	Fate	Strategy		Ascendance
Ivory	Fate	Strategy		Back to the Front
Ivory	Fate	Strategy		Banish All Shadows
Ivory	Fate	Strategy		Blanketed Forest
Ivory	Fate	Strategy		Blind Honor
Ivory	Fate	Strategy		Block Supply Lines
Ivory	Fate	Strategy		Come One at a Time
Ivory	Fate	Strategy		Confusion at Court
Ivory	Fate	Strategy		Contentious Terrain
Ivory	Fate	Strategy		Coward!
Ivory	Fate	Strategy		Defensive Grill
Ivory	Fate	Strategy		Destiny Has No Secrets
Ivory	Fate	Strategy		Determined Challenge
Ivory	Fate	Strategy		Discretionary Valor
Ivory	Fate	Strategy		Disrupting the Rhythm
Ivory	Fate	Strategy		Do Not Delay!
Ivory	Fate	Strategy		Encircled Terrain
Ivory	Fate	Strategy		Everpresent Fear
Ivory	Fate	Strategy		Faint Praise
Ivory	Fate	Strategy		Fall Back!
Ivory	Fate	Strategy		Favors
Ivory	Fate	Strategy		Feared Duelist
Ivory	Fate	Strategy		Fearful Volley
Ivory	Fate	Strategy		Final Sacrifice
Ivory	Fate	Strategy		Flashy Technique
Ivory	Fate	Strategy		Focus
Ivory	Fate	Strategy		For the Fallen
Ivory	Fate	Strategy		Higher Ground
Ivory	Fate	Strategy		Imperial Summons
Ivory	Fate	Strategy		In Stillness, Forge the Soul
Ivory	Fate	Strategy		Incapacitated
Ivory	Fate	Strategy		Inexplicable Challenge
Ivory	Fate	Strategy		Insight
Ivory	Fate	Strategy		Inspired Devotion
Ivory	Fate	Strategy		Investigation
Ivory	Fate	Strategy		Journey's End
Ivory	Fate	Strategy		Kharmic Strike
Ivory	Fate	Strategy		Men of Cunning
Ivory	Fate	Strategy		Mist
Ivory	Fate	Strategy		My Lord's Favor
Ivory	Fate	Strategy		Oath of Fealty
Ivory	Fate	Strategy		Okura Is Released
Ivory	Fate	Strategy		Open Emotion
Ivory	Fate	Strategy		Oppression
Ivory	Fate	Strategy		Pack Tactics
Ivory	Fate	Strategy		Palm Strike
Ivory	Fate	Strategy		Ramifications
Ivory	Fate	Strategy		Reprisal
Ivory	Fate	Strategy		Resist Magic
Ivory	Fate	Strategy		Ruthless Determination
Ivory	Fate	Strategy		Sanctioned Duel
Ivory	Fate	Strategy		Sneak Attack
Ivory	Fate	Strategy		Soul's Sacrifice
Ivory	Fate	Strategy		Stand Or Run
Ivory	Fate	Strategy		Strength of my Father
Ivory	Fate	Strategy		Sudden Movement
Ivory	Fate	Strategy		Swift Sword Cut
Ivory	Fate	Strategy		The Company You Keep
Ivory	Fate	Strategy		The Greater Threat
Ivory	Fate	Strategy		The Sun Returns
Ivory	Fate	Strategy		The Turtle's Shell
Ivory	Fate	Strategy		The Wrath of Osano-Wo
Ivory	Fate	Strategy		Today We Die
Ivory	Fate	Strategy		Tonfajutsu
Ivory	Fate	Strategy		Treachery and Deceit
Ivory	Fate	Strategy		Unassailable Defense
Ivory	Fate	Strategy		Uncertainty
Ivory	Fate	Strategy		Uncovering the Culprit
Ivory	Fate	Strategy		Unwelcome Supervision
Ivory	Fate	Strategy		Versatile Army
Ivory	Fate	Strategy		Vigilant Eyes
Ivory	Fate	Strategy		Wary Peace
Ivory	Fate	Strategy		Weakness Exposed
Ivory	Fate	Strategy		Wheels within Wheels
Ivory	Fate	Strategy		Wounded in Battle
Ivory	Fate	Stronghold		Gates of the Second City
Ivory	Fate	Stronghold		The Eternal Temple of the Phoenix
Ivory	Fate	Stronghold		The Exquisite Palace of the Crane
Ivory	Fate	Stronghold		The Fruitful Port of the Mantis
Ivory	Fate	Stronghold		The Golden Plains of the Unicorn
Ivory	Fate	Stronghold		The Honorable Garrison of the Lion
Ivory	Fate	Stronghold		The Impregnable Fortress of the Crab
Ivory	Fate	Stronghold		The Remote Monastery of the Dragon
Ivory	Fate	Stronghold		The Shadowed Estate of the Scorpion
Ivory	Fate	Stronghold		The Sinister Citadel of the Spider
